OrderDate;Country;LineTotal;ProductNumber;Product_name;Size;Class ID;Class name
2011-08-01;FR;8587.848;BK-R93R-56;Road-150 Red;56;H;High
2011-08-01;FR;8587.848;BK-R93R-56;Road-150 Red;56;H;High
2011-08-01;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-08-01;GB;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-08-01;GB;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2011-08-02;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-08-02;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-08-06;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-08-07;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-08-09;FR;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-08-16;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-08-18;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-08-19;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-08-20;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-08-21;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-08-22;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-08-25;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-08-27;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-08-27;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-08-30;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-08-30;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-08-31;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2011-08-31;DE;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2011-08-31;FR;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-08-31;FR;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2011-08-31;FR;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-08-31;FR;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2011-08-31;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-08-31;GB;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2011-08-31;GB;1516.1518;FR-R92R-62;HL Road Frame - Red;62;H;High
2011-08-31;GB;10734.81;BK-R93R-62;Road-150 Red;62;H;High
2011-08-31;GB;10734.81;BK-R93R-56;Road-150 Red;56;H;High
2011-08-31;GB;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-08-31;GB;1516.1518;FR-R92R-62;HL Road Frame - Red;62;H;High
2011-09-06;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-09-07;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-09-08;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-09-09;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-09-10;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-09-10;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-09-10;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-09-11;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-09-14;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-09-17;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-09-18;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-09-19;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-09-19;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-09-20;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-09-22;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2011-10-01;DE;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-10-01;DE;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2011-10-01;DE;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;DE;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2011-10-01;DE;10734.81;BK-R93R-56;Road-150 Red;56;H;High
2011-10-01;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2011-10-01;DE;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2011-10-01;DE;6440.886;BK-R93R-52;Road-150 Red;52;H;High
2011-10-01;DE;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;DE;6440.886;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;DE;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-10-01;DE;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-10-01;DE;6440.886;BK-R93R-56;Road-150 Red;56;H;High
2011-10-01;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;FR;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2011-10-01;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;FR;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2011-10-01;FR;8587.848;BK-R93R-52;Road-150 Red;52;H;High
2011-10-01;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;FR;8587.848;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;FR;6440.886;BK-R93R-56;Road-150 Red;56;H;High
2011-10-01;FR;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2011-10-01;FR;6440.886;BK-R93R-52;Road-150 Red;52;H;High
2011-10-01;GB;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;GB;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2011-10-01;GB;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2011-10-01;GB;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-10-01;GB;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2011-10-03;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-10-05;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-10-06;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-10-07;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-10-08;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-10-12;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-10-13;FR;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-10-14;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-10-17;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-10-20;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-10-27;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-10-28;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-10-29;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-10-30;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-10-31;DE;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-10-31;DE;6440.886;BK-R93R-62;Road-150 Red;62;H;High
2011-10-31;DE;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2011-10-31;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2011-10-31;DE;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2011-10-31;DE;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2011-10-31;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2011-10-31;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-10-31;FR;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-10-31;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-10-31;FR;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2011-10-31;FR;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-10-31;GB;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-10-31;GB;10734.81;BK-R93R-62;Road-150 Red;62;H;High
2011-10-31;GB;6440.886;BK-R93R-56;Road-150 Red;56;H;High
2011-10-31;GB;758.0759;FR-R92R-62;HL Road Frame - Red;62;H;High
2011-11-03;FR;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-11-06;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-11-08;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-11-11;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-11-13;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-11-13;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-11-13;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-11-15;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-11-17;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-11-21;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-11-24;FR;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-11-27;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-11-27;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-11-28;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-11-28;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-11-30;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-12-01;DE;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2011-12-01;DE;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2011-12-01;DE;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-12-01;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-12-01;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2011-12-01;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-12-01;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2011-12-01;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2011-12-01;FR;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2011-12-01;GB;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2011-12-01;GB;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2011-12-01;GB;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2011-12-11;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-12-12;FR;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-12-13;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-12-14;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-12-15;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-12-18;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-12-18;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-12-19;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-12-19;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-12-20;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2011-12-21;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-12-22;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2011-12-23;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-12-30;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2011-12-30;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;DE;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2012-01-01;DE;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;DE;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;DE;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2012-01-01;DE;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;DE;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;DE;6440.886;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;DE;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2012-01-01;DE;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;FR;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;FR;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2012-01-01;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;FR;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;FR;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;FR;10734.81;BK-R93R-52;Road-150 Red;52;H;High
2012-01-01;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-01-01;GB;6440.886;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;GB;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2012-01-01;GB;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2012-01-01;GB;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;GB;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;GB;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;GB;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;GB;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-01-01;GB;12881.772;BK-R93R-52;Road-150 Red;52;H;High
2012-01-01;GB;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-01;GB;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-02;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-01-02;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-01-04;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-01-05;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-06;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-01-09;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-01-10;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-01-10;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-11;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-13;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-14;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-17;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-19;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-23;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-01-24;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-01-24;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-27;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-27;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-29;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-01-29;DE;6440.886;BK-R93R-56;Road-150 Red;56;H;High
2012-01-29;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-29;DE;12881.772;BK-R93R-56;Road-150 Red;56;H;High
2012-01-29;FR;6440.886;BK-R93R-56;Road-150 Red;56;H;High
2012-01-29;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-29;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-01-29;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-29;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-01-29;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-01-29;GB;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2012-01-29;GB;8587.848;BK-R93R-62;Road-150 Red;62;H;High
2012-01-31;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-02-03;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-02-05;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-02-08;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-02-15;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-02-15;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-02-18;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-02-20;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-02-21;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-02-21;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-02-28;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-02-29;DE;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2012-02-29;DE;6440.886;BK-R93R-62;Road-150 Red;62;H;High
2012-02-29;DE;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-02-29;DE;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2012-02-29;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-02-29;FR;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-02-29;FR;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2012-02-29;FR;1516.1518;FR-R92R-62;HL Road Frame - Red;62;H;High
2012-02-29;FR;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2012-02-29;FR;758.0759;FR-R92R-62;HL Road Frame - Red;62;H;High
2012-02-29;GB;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-02-29;GB;6440.886;BK-R93R-56;Road-150 Red;56;H;High
2012-02-29;GB;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2012-02-29;GB;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-03-06;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-03-07;FR;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-03-08;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-03-09;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-03-09;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-03-11;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-03-11;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-03-14;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-03-14;GB;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-03-16;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-03-25;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-03-26;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-03-26;FR;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-03-30;DE;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-03-30;DE;6440.886;BK-R93R-56;Road-150 Red;56;H;High
2012-03-30;DE;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-03-30;DE;758.0759;FR-R92R-62;HL Road Frame - Red;62;H;High
2012-03-30;DE;6440.886;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;DE;6440.886;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;DE;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;DE;8587.848;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;DE;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;DE;1516.1518;FR-R92R-62;HL Road Frame - Red;62;H;High
2012-03-30;DE;6440.886;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;DE;6440.886;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;FR;8587.848;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;FR;6440.886;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;FR;6440.886;BK-R93R-56;Road-150 Red;56;H;High
2012-03-30;FR;1516.1518;FR-R92R-62;HL Road Frame - Red;62;H;High
2012-03-30;FR;8587.848;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-03-30;FR;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;FR;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-03-30;FR;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;FR;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;GB;2146.962;BK-R93R-56;Road-150 Red;56;H;High
2012-03-30;GB;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;GB;12881.772;BK-R93R-56;Road-150 Red;56;H;High
2012-03-30;GB;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;GB;8587.848;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;GB;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;GB;8587.848;BK-R93R-56;Road-150 Red;56;H;High
2012-03-30;GB;2146.962;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;GB;2146.962;BK-R93R-62;Road-150 Red;62;H;High
2012-03-30;GB;10734.81;BK-R93R-56;Road-150 Red;56;H;High
2012-04-01;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-04-06;GB;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-04-10;DE;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-04-10;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-04-11;FR;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-04-12;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-04-14;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-04-14;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-04-16;DE;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-04-16;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-04-17;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-04-18;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-04-18;GB;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-04-19;FR;3578.27;BK-R93R-62;Road-150 Red;62;H;High
2012-04-25;FR;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-04-27;FR;3578.27;BK-R93R-56;Road-150 Red;56;H;High
2012-04-30;DE;6440.886;BK-R93R-56;Road-150 Red;56;H;High
2012-04-30;DE;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2012-04-30;DE;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2012-04-30;DE;6440.886;BK-R93R-62;Road-150 Red;62;H;High
2012-04-30;DE;4293.924;BK-R93R-62;Road-150 Red;62;H;High
2012-04-30;DE;4293.924;BK-R93R-56;Road-150 Red;56;H;High
2012-04-30;DE;6440.886;BK-R93R-62;Road-150 Red;62;H;High
