Order Date;Country ID;Revenue;Product ID;Product Name;Size;Class ID;Class Name
2011-07-01;GB;4049.988;BK-M82B-38;Mountain-100 Black;38;H;High
2011-07-01;GB;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-07-01;GB;6119.982;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-07-01;GB;6119.982;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-01;GB;8099.976;BK-M82B-42;Mountain-100 Black;42;H;High
2011-07-01;GB;714.7043;FR-M94B-38;HL Mountain Frame - Black;38;H;High
2011-07-01;GB;6119.982;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-07-01;GB;2024.994;BK-M82B-42;Mountain-100 Black;42;H;High
2011-07-01;GB;722.5949;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-07-01;GB;4049.988;BK-M82B-44;Mountain-100 Black;44;H;High
2011-07-01;GB;4049.988;BK-M82B-44;Mountain-100 Black;44;H;High
2011-07-01;GB;1429.4086;FR-M94B-38;HL Mountain Frame - Black;38;H;High
2011-07-01;GB;10124.97;BK-M82B-44;Mountain-100 Black;44;H;High
2011-07-01;GB;2039.994;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-01;GB;4079.988;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-07-01;GB;4079.988;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-07-01;US;8099.976;BK-M82B-42;Mountain-100 Black;42;H;High
2011-07-01;US;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-07-01;US;4079.988;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-01;US;714.7043;FR-M94B-38;HL Mountain Frame - Black;38;H;High
2011-07-01;US;722.5949;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-07-01;US;8159.976;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-07-01;US;10199.97;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-01;US;2039.994;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-01;US;6074.982;BK-M82B-44;Mountain-100 Black;44;H;High
2011-07-01;US;10124.97;BK-M82B-42;Mountain-100 Black;42;H;High
2011-07-01;US;16319.952;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-01;US;2144.1129;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-07-01;US;27607.9188;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-07-01;US;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-07-01;US;8099.976;BK-M82B-44;Mountain-100 Black;44;H;High
2011-07-01;US;12239.964;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-01;US;3612.9745;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-07-01;US;6119.982;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-01;US;6074.982;BK-M82B-38;Mountain-100 Black;38;H;High
2011-07-01;US;2144.1129;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-07-01;US;8099.976;BK-M82B-42;Mountain-100 Black;42;H;High
2011-07-01;US;4079.988;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-01;US;2039.994;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-07-01;US;2039.994;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-07-01;US;10124.97;BK-M82B-38;Mountain-100 Black;38;H;High
2011-07-05;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-07-07;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-07-08;GB;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-07-10;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-07-15;GB;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-15;US;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-18;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-07-19;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-07-21;GB;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-07-21;GB;3374.99;BK-M82B-44;Mountain-100 Black;44;H;High
2011-07-21;US;3374.99;BK-M82B-44;Mountain-100 Black;44;H;High
2011-07-24;GB;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-24;US;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-26;GB;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-07-26;US;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-30;GB;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-07-30;US;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-08-01;GB;4079.988;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-08-01;GB;4049.988;BK-M82B-44;Mountain-100 Black;44;H;High
2011-08-01;GB;8159.976;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-08-01;GB;2167.7847;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-08-01;GB;2039.994;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-08-01;GB;8099.976;BK-M82B-38;Mountain-100 Black;38;H;High
2011-08-01;GB;10124.97;BK-M82B-42;Mountain-100 Black;42;H;High
2011-08-01;GB;12149.964;BK-M82B-44;Mountain-100 Black;44;H;High
2011-08-01;GB;6074.982;BK-M82B-44;Mountain-100 Black;44;H;High
2011-08-01;GB;8159.976;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-08-01;GB;2144.1129;FR-M94B-38;HL Mountain Frame - Black;38;H;High
2011-08-01;GB;722.5949;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-08-01;GB;4079.988;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-08-01;GB;4049.988;BK-M82B-44;Mountain-100 Black;44;H;High
2011-08-01;GB;12239.964;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-08-01;GB;6074.982;BK-M82B-38;Mountain-100 Black;38;H;High
2011-08-01;GB;1429.4086;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-08-01;US;2039.994;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-08-01;US;722.5949;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-08-01;US;1429.4086;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-08-01;US;1445.1898;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-08-01;US;1429.4086;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-08-01;US;4079.988;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-08-01;US;6119.982;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-08-01;US;8099.976;BK-M82B-38;Mountain-100 Black;38;H;High
2011-08-01;US;722.5949;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-08-01;US;714.7043;FR-M94B-38;HL Mountain Frame - Black;38;H;High
2011-08-01;US;2039.994;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-08-01;US;714.7043;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-08-01;US;2039.994;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-08-01;US;12149.964;BK-M82B-44;Mountain-100 Black;44;H;High
2011-08-01;US;4079.988;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-08-02;GB;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-08-04;GB;3399.99;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-08-04;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-08-04;US;3399.99;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-08-05;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-08-06;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-08-07;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-08-09;GB;3374.99;BK-M82B-44;Mountain-100 Black;44;H;High
2011-08-09;US;3374.99;BK-M82B-44;Mountain-100 Black;44;H;High
2011-08-16;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-08-21;GB;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-08-21;US;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-08-25;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-08-30;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-08-31;GB;20249.94;BK-M82B-42;Mountain-100 Black;42;H;High
2011-08-31;GB;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-08-31;GB;4079.988;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-08-31;GB;2024.994;BK-M82B-42;Mountain-100 Black;42;H;High
2011-08-31;GB;2024.994;BK-M82B-38;Mountain-100 Black;38;H;High
2011-08-31;GB;10124.97;BK-M82B-38;Mountain-100 Black;38;H;High
2011-08-31;GB;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-08-31;GB;722.5949;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-08-31;GB;12149.964;BK-M82B-38;Mountain-100 Black;38;H;High
2011-08-31;GB;722.5949;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-08-31;GB;4079.988;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-08-31;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-08-31;US;714.7043;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-08-31;US;6119.982;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-08-31;US;8159.976;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-08-31;US;8099.976;BK-M82B-38;Mountain-100 Black;38;H;High
2011-08-31;US;6074.982;BK-M82B-44;Mountain-100 Black;44;H;High
2011-08-31;US;2890.3796;FR-M94S-42;HL Mountain Frame - Silver;42;H;High
2011-08-31;US;4079.988;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-08-31;US;6440.886;BK-R93R-44;Road-150 Red;44;H;High
2011-08-31;US;2039.994;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-08-31;US;1429.4086;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-08-31;US;2146.962;BK-R93R-44;Road-150 Red;44;H;High
2011-08-31;US;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-08-31;US;8099.976;BK-M82B-42;Mountain-100 Black;42;H;High
2011-09-03;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-04;GB;3399.99;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-09-04;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-04;US;3399.99;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-09-05;US;3374.99;BK-M82B-38;Mountain-100 Black;38;H;High
2011-09-07;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-07;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-08;GB;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-08;GB;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-10;US;3374.99;BK-M82B-42;Mountain-100 Black;42;H;High
2011-09-11;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-12;US;3399.99;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-09-13;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-17;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-26;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-27;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-28;GB;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-09-30;US;3374.99;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-01;GB;2039.994;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-01;GB;8587.848;BK-R93R-44;Road-150 Red;44;H;High
2011-10-01;GB;1445.1898;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-01;GB;2146.962;BK-R93R-44;Road-150 Red;44;H;High
2011-10-01;GB;10199.97;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-01;GB;6074.982;BK-M82B-42;Mountain-100 Black;42;H;High
2011-10-01;GB;2167.7847;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-01;GB;714.7043;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-10-01;GB;4079.988;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-01;GB;4079.988;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-10-01;GB;1429.4086;FR-M94B-38;HL Mountain Frame - Black;38;H;High
2011-10-01;GB;2146.962;BK-R93R-44;Road-150 Red;44;H;High
2011-10-01;GB;8159.976;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-10-01;GB;2039.994;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-01;GB;714.7043;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-10-01;GB;2144.1129;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-10-01;GB;4079.988;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-10-01;GB;2167.7847;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-01;GB;23489.9304;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-01;GB;722.5949;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-10-01;GB;6119.982;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-01;GB;714.7043;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-10-01;GB;4079.988;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-01;GB;4079.988;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-01;GB;722.5949;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-01;GB;8159.976;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-01;GB;758.0759;FR-R92R-44;HL Road Frame - Red;44;H;High
2011-10-01;GB;10199.97;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-01;GB;714.7043;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-10-01;GB;4079.988;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-01;GB;4049.988;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-01;GB;8099.976;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-01;GB;6074.982;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-01;GB;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-10-01;GB;6119.982;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-01;GB;1445.1898;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-01;US;809.76;FR-M94B-44;HL Mountain Frame - Black;44;H;High
2011-10-01;US;2039.994;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-01;US;14279.958;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-01;US;2146.962;BK-R93R-44;Road-150 Red;44;H;High
2011-10-01;US;10199.97;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-01;US;23489.9304;BK-M82B-42;Mountain-100 Black;42;H;High
2011-10-01;US;1445.1898;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-01;US;1445.1898;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-01;US;10199.97;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-01;US;10199.97;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-01;US;18224.946;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-01;US;6074.982;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-01;US;6074.982;BK-M82B-42;Mountain-100 Black;42;H;High
2011-10-01;US;722.5949;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-10-01;US;2144.1129;FR-M94B-38;HL Mountain Frame - Black;38;H;High
2011-10-01;US;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-10-01;US;8099.976;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-01;US;6074.982;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-01;US;6074.982;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-01;US;8099.976;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-01;US;8159.976;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-10-01;US;14174.958;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-01;US;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-10-01;US;4079.988;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-01;US;2146.962;BK-R93R-44;Road-150 Red;44;H;High
2011-10-01;US;8587.848;BK-R93R-44;Road-150 Red;44;H;High
2011-10-01;US;2146.962;BK-R93R-44;Road-150 Red;44;H;High
2011-10-01;US;722.5949;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-01;US;809.76;FR-M94B-44;HL Mountain Frame - Black;44;H;High
2011-10-04;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-08;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-12;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-13;GB;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-13;US;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-13;US;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-16;US;3374.99;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-21;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-21;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-24;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-24;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-24;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-24;US;3374.99;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-27;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-28;US;3399.99;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-29;GB;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-30;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-10-31;GB;2146.962;BK-R93R-44;Road-150 Red;44;H;High
2011-10-31;GB;2858.8172;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-10-31;GB;722.5949;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-10-31;GB;2024.994;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-31;GB;2146.962;BK-R93R-44;Road-150 Red;44;H;High
2011-10-31;GB;12149.964;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-31;GB;1445.1898;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-10-31;GB;6119.982;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-10-31;GB;2024.994;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-31;GB;10199.97;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-10-31;GB;2890.3796;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-31;GB;12149.964;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-31;GB;4079.988;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-31;GB;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-10-31;GB;722.5949;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-31;GB;10199.97;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-31;GB;18224.946;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-31;GB;722.5949;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-10-31;GB;4079.988;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-31;GB;1429.4086;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-10-31;GB;6074.982;BK-M82B-44;Mountain-100 Black;44;H;High
2011-10-31;GB;1445.1898;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-10-31;GB;12149.964;BK-M82B-42;Mountain-100 Black;42;H;High
2011-10-31;US;1429.4086;FR-M94B-38;HL Mountain Frame - Black;38;H;High
2011-10-31;US;6074.982;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-31;US;2167.7847;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-31;US;8159.976;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-31;US;4049.988;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-31;US;16199.952;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-31;US;2039.994;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-10-31;US;6119.982;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-31;US;2146.962;BK-R93R-44;Road-150 Red;44;H;High
2011-10-31;US;16199.952;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-31;US;714.7043;FR-M94B-38;HL Mountain Frame - Black;38;H;High
2011-10-31;US;10199.97;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-10-31;US;4079.988;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-31;US;1445.1898;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-10-31;US;4049.988;BK-M82B-38;Mountain-100 Black;38;H;High
2011-10-31;US;2039.994;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-10-31;US;4049.988;BK-M82B-42;Mountain-100 Black;42;H;High
2011-10-31;US;1445.1898;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-10-31;US;2858.8172;FR-M94B-38;HL Mountain Frame - Black;38;H;High
2011-10-31;US;4079.988;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-10-31;US;714.7043;FR-M94B-42;HL Mountain Frame - Black;42;H;High
2011-11-01;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-02;US;3374.99;BK-M82B-44;Mountain-100 Black;44;H;High
2011-11-02;US;3399.99;BK-M82S-42;Mountain-100 Silver;42;H;High
2011-11-03;US;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-11-04;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-04;US;3374.99;BK-M82B-44;Mountain-100 Black;44;H;High
2011-11-07;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-07;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-10;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-10;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-12;GB;3374.99;BK-M82B-38;Mountain-100 Black;38;H;High
2011-11-12;GB;3399.99;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-11-12;US;3374.99;BK-M82B-38;Mountain-100 Black;38;H;High
2011-11-12;US;3399.99;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-11-14;GB;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-14;US;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-11-14;US;3374.99;BK-M82B-42;Mountain-100 Black;42;H;High
2011-11-19;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-19;US;3374.99;BK-M82B-42;Mountain-100 Black;42;H;High
2011-11-20;US;3399.99;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-11-21;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-22;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-22;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-24;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-25;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-25;US;3374.99;BK-M82B-42;Mountain-100 Black;42;H;High
2011-11-29;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-11-29;US;3399.99;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-11-30;US;3578.27;BK-R93R-44;Road-150 Red;44;H;High
2011-12-01;GB;722.5949;FR-M94S-38;HL Mountain Frame - Silver;38;H;High
2011-12-01;GB;4079.988;BK-M82S-38;Mountain-100 Silver;38;H;High
2011-12-01;GB;722.5949;FR-M94S-46;HL Mountain Frame - Silver;46;H;High
2011-12-01;GB;6119.982;BK-M82S-44;Mountain-100 Silver;44;H;High
2011-12-01;GB;6074.982;BK-M82B-44;Mountain-100 Black;44;H;High
2011-12-01;GB;8159.976;BK-M82S-44;Mountain-100 Silver;44;H;High
