Date de commande;Identifiant du pays;Revenu;Identifiant du produit;Nom du produit;Taille;Identifiant de classe;Nom de classe
2013-06-30;CA;12873.978;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-06-30;CA;3814.512;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-06-30;CA;2932.02;BK-R89B-58;Road-250 Black;58;H;High
2013-06-30;CA;858.9;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-06-30;CA;953.628;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-06-30;CA;12397.164;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-06-30;CA;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-06-30;CA;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-06-30;CA;1466.01;BK-R89B-58;Road-250 Black;58;H;High
2013-06-30;CA;12873.978;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-06-30;CA;16593.1272;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-06-30;CA;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-06-30;FR;6012.3;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-06-30;FR;1466.01;BK-R89B-58;Road-250 Black;58;H;High
2013-06-30;FR;2932.02;BK-R89R-58;Road-250 Red;58;H;High
2013-06-30;FR;11728.08;BK-R89B-58;Road-250 Black;58;H;High
2013-06-30;FR;11443.536;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-06-30;FR;2576.7;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-06-30;FR;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-06-30;FR;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-06-30;FR;858.9;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-06-30;FR;1466.01;BK-R89B-58;Road-250 Black;58;H;High
2013-06-30;FR;23602.293;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-06-30;FR;20026.188;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-06-30;FR;17975.8878;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-06-30;FR;953.628;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-06-30;FR;17975.8878;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-06-30;FR;4398.03;BK-R89B-58;Road-250 Black;58;H;High
2013-06-30;FR;3435.6;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-06-30;FR;2409.384;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-06-30;FR;15258.048;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-06-30;FR;858.9;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-06-30;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-18;FR;2384.07;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-24;FR;2443.35;BK-R89B-58;Road-250 Black;58;H;High
2013-07-31;CA;953.628;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-31;CA;2932.02;BK-R89R-58;Road-250 Red;58;H;High
2013-07-31;CA;6987.2136;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;CA;5864.04;BK-R89R-58;Road-250 Red;58;H;High
2013-07-31;CA;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;CA;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;CA;1204.692;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-07-31;CA;1204.692;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;CA;5721.768;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;CA;1907.256;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-31;CA;12397.164;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-31;CA;1807.038;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;CA;1204.692;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;CA;1204.692;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;CA;5721.768;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;CA;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;CA;4818.768;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;CA;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;CA;2932.02;BK-R89R-58;Road-250 Red;58;H;High
2013-07-31;CA;1204.692;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;CA;1204.692;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;FR;1466.01;BK-R89B-58;Road-250 Black;58;H;High
2013-07-31;FR;5721.768;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-31;FR;1204.692;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-07-31;FR;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-31;FR;2932.02;BK-R89R-58;Road-250 Red;58;H;High
2013-07-31;FR;2576.7;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-07-31;FR;858.9;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-07-31;FR;602.346;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;FR;1204.692;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-07-31;FR;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;FR;1807.038;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-07-31;FR;953.628;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-31;FR;3435.6;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-07-31;FR;10013.094;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;FR;2409.384;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-07-31;FR;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-31;FR;3814.512;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-31;FR;14304.42;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-31;FR;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;FR;602.346;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;FR;953.628;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-07-31;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;FR;1717.8;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-07-31;FR;1717.8;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-07-31;FR;2932.02;BK-R89B-58;Road-250 Black;58;H;High
2013-07-31;FR;858.9;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-07-31;FR;4398.03;BK-R89R-58;Road-250 Red;58;H;High
2013-07-31;FR;1204.692;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-07-31;FR;11443.536;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;FR;3614.076;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-07-31;FR;12873.978;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-07-31;FR;602.346;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-08-06;FR;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-08-19;FR;2384.07;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-08-21;FR;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-08-28;FR;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-08-30;CA;858.9;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-08-30;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-08-30;CA;1466.01;BK-R89R-58;Road-250 Red;58;H;High
2013-08-30;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-08-30;CA;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-08-30;CA;1466.01;BK-R89B-58;Road-250 Black;58;H;High
2013-08-30;CA;1717.8;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-08-30;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-08-30;CA;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-08-30;FR;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-08-30;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-08-30;FR;20979.816;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-08-30;FR;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-08-30;FR;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-08-30;FR;7152.21;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-08-30;FR;602.346;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-08-30;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-08-30;FR;1717.8;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-08-30;FR;2409.384;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-09-02;FR;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-16;CA;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-16;FR;2443.35;BK-R89R-58;Road-250 Red;58;H;High
2013-09-19;FR;2443.35;BK-R89R-58;Road-250 Red;58;H;High
2013-09-24;FR;2443.35;BK-R89B-58;Road-250 Black;58;H;High
2013-09-27;FR;2443.35;BK-R89R-58;Road-250 Red;58;H;High
2013-09-30;CA;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-30;CA;14304.42;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-09-30;CA;2932.02;BK-R89B-58;Road-250 Black;58;H;High
2013-09-30;CA;1204.692;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-09-30;CA;4398.03;BK-R89R-58;Road-250 Red;58;H;High
2013-09-30;CA;4291.326;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-09-30;CA;7330.05;BK-R89B-58;Road-250 Black;58;H;High
2013-09-30;CA;11443.536;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-09-30;CA;3011.73;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-09-30;CA;1466.01;BK-R89B-58;Road-250 Black;58;H;High
2013-09-30;CA;5721.768;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-30;CA;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-30;CA;8796.06;BK-R89R-58;Road-250 Red;58;H;High
2013-09-30;CA;7152.21;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-09-30;CA;11443.536;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-30;CA;5153.4;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-09-30;CA;7330.05;BK-R89R-58;Road-250 Red;58;H;High
2013-09-30;CA;1204.692;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-09-30;FR;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-30;FR;2932.02;BK-R89B-58;Road-250 Black;58;H;High
2013-09-30;FR;1466.01;BK-R89R-58;Road-250 Red;58;H;High
2013-09-30;FR;8796.06;BK-R89R-58;Road-250 Red;58;H;High
2013-09-30;FR;1717.8;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-09-30;FR;602.346;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-09-30;FR;3011.73;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-09-30;FR;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-30;FR;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-30;FR;1466.01;BK-R89R-58;Road-250 Red;58;H;High
2013-09-30;FR;1466.01;BK-R89R-58;Road-250 Red;58;H;High
2013-09-30;FR;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-30;FR;1717.8;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-09-30;FR;1204.692;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-09-30;FR;7152.21;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-09-30;FR;1466.01;BK-R89R-58;Road-250 Red;58;H;High
2013-09-30;FR;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-09-30;FR;5721.768;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-10-07;FR;2443.35;BK-R89B-58;Road-250 Black;58;H;High
2013-10-08;CA;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-28;CA;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;CA;858.9;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-10-30;CA;5864.04;BK-R89R-58;Road-250 Red;58;H;High
2013-10-30;CA;1204.692;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-10-30;CA;15210.3666;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-10-30;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-10-30;CA;1717.8;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-10-30;CA;1204.692;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-10-30;CA;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;CA;858.9;FR-R92R-62;HL Road Frame - Red;62;H;High
2013-10-30;CA;4291.326;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-10-30;CA;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-10-30;CA;11443.536;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;CA;2409.384;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-10-30;CA;14304.42;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-10-30;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-10-30;CA;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-10-30;CA;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;CA;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;CA;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;CA;3011.73;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-10-30;FR;4291.326;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-10-30;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;FR;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;FR;17975.8878;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;FR;2409.384;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-10-30;FR;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;FR;2409.384;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-10-30;FR;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-10-30;FR;2932.02;BK-R89B-58;Road-250 Black;58;H;High
2013-10-30;FR;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;FR;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-10-30;FR;5864.04;BK-R89R-58;Road-250 Red;58;H;High
2013-11-02;FR;2443.35;BK-R89R-58;Road-250 Red;58;H;High
2013-11-03;FR;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-16;CA;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-16;FR;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-17;FR;2443.35;BK-R89R-58;Road-250 Red;58;H;High
2013-11-17;FR;2384.07;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-11-19;CA;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-25;FR;2443.35;BK-R89B-58;Road-250 Black;58;H;High
2013-11-27;FR;2384.07;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-11-28;CA;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-28;CA;2384.07;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-11-30;CA;11443.536;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-30;CA;1204.692;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-11-30;CA;1807.038;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-11-30;CA;15210.3666;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-30;CA;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-30;CA;4398.03;BK-R89B-58;Road-250 Black;58;H;High
2013-11-30;CA;5721.768;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-30;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-11-30;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-11-30;CA;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-11-30;FR;8796.06;BK-R89B-58;Road-250 Black;58;H;High
2013-11-30;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-30;FR;2409.384;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-11-30;FR;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-11-30;FR;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-11-30;FR;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-11-30;FR;1466.01;BK-R89B-58;Road-250 Black;58;H;High
2013-11-30;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-11-30;FR;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-01;FR;2384.07;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-02;CA;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-06;FR;2443.35;BK-R89B-58;Road-250 Black;58;H;High
2013-12-07;CA;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-24;CA;2384.07;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-24;FR;2443.35;BK-R89B-58;Road-250 Black;58;H;High
2013-12-31;CA;2384.07;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;CA;602.346;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-12-31;CA;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;CA;4398.03;BK-R89B-58;Road-250 Black;58;H;High
2013-12-31;CA;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;CA;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;CA;2860.884;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;CA;8582.652;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;CA;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
