Auftragsdatum;Länder ID;Einnahmen;Produkt ID;Produktname;Größe;Klassen ID;Klassenname
2012-03-10;DE;3399.99;BK-M82S-48;Mountain-100 Silver;48;H;High
2012-03-19;DE;3578.27;BK-R93R-48;Road-150 Red;48;H;High
2012-03-30;DE;4049.988;BK-M82B-48;Mountain-100 Black;48;H;High
2012-03-30;DE;2039.994;BK-M82S-48;Mountain-100 Silver;48;H;High
2012-03-30;DE;8159.976;BK-M82S-48;Mountain-100 Silver;48;H;High
2012-03-30;DE;6074.982;BK-M82B-48;Mountain-100 Black;48;H;High
2012-03-30;DE;818.7;FR-M94S-52;HL Mountain Frame - Silver;48;H;High
2012-03-30;DE;6440.886;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;DE;6440.886;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;DE;3274.8;FR-M94S-52;HL Mountain Frame - Silver;48;H;High
2012-03-30;DE;8587.848;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;DE;2146.962;BK-R93R-48;Road-150 Red;48;H;High
2012-03-30;DE;12149.964;BK-M82B-48;Mountain-100 Black;48;H;High
2012-03-30;DE;8159.976;BK-M82S-48;Mountain-100 Silver;48;H;High
2012-03-30;DE;2039.994;BK-M82S-48;Mountain-100 Silver;48;H;High
2012-03-30;DE;6440.886;BK-R93R-52;Road-150 Red;52;H;High
2012-03-30;DE;12239.964;BK-M82S-48;Mountain-100 Silver;48;H;High
2012-03-30;DE;1637.4;FR-M94S-52;HL Mountain Frame - Silver;48;H;High
2012-04-06;DE;3374.99;BK-M82B-48;Mountain-100 Black;48;H;High
2012-04-16;DE;3578.27;BK-R93R-48;Road-150 Red;48;H;High
2012-04-17;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-04-18;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-04-30;DE;2549.9925;BK-M82S-48;Mountain-100 Silver;48;H;High
2012-04-30;DE;6440.886;BK-R93R-48;Road-150 Red;48;H;High
2012-04-30;DE;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2012-04-30;DE;5062.485;BK-M82B-48;Mountain-100 Black;48;H;High
2012-04-30;DE;3374.99;BK-M82B-48;Mountain-100 Black;48;H;High
2012-04-30;DE;843.7475;BK-M82B-48;Mountain-100 Black;48;H;High
2012-04-30;DE;809.76;FR-M94B-48;HL Mountain Frame - Black;48;H;High
2012-04-30;DE;6749.98;BK-M82B-48;Mountain-100 Black;48;H;High
2012-04-30;DE;1699.995;BK-M82S-48;Mountain-100 Silver;48;H;High
2012-04-30;DE;809.76;FR-M94B-48;HL Mountain Frame - Black;48;H;High
2012-04-30;DE;1637.4;FR-M94S-52;HL Mountain Frame - Silver;48;H;High
2012-04-30;DE;809.76;FR-M94B-48;HL Mountain Frame - Black;48;H;High
2012-04-30;DE;4218.7375;BK-M82B-48;Mountain-100 Black;48;H;High
2012-04-30;DE;818.7;FR-M94S-52;HL Mountain Frame - Silver;48;H;High
2012-04-30;DE;4293.924;BK-R93R-52;Road-150 Red;52;H;High
2012-05-03;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-05-07;DE;3578.27;BK-R93R-52;Road-150 Red;52;H;High
2012-05-22;DE;3399.99;BK-M82S-48;Mountain-100 Silver;48;H;High
2012-05-30;DE;1561.6364;FR-R92B-48;HL Road Frame - Black;48;H;High
2012-05-30;DE;8796.06;BK-R89R-48;Road-250 Red;48;H;High
2012-05-30;DE;1561.6364;FR-R92R-48;HL Road Frame - Red;48;H;High
2012-05-30;DE;10262.07;BK-R89R-52;Road-250 Red;52;H;High
2012-05-30;DE;8796.06;BK-R89R-48;Road-250 Red;48;H;High
2012-05-30;DE;3926.8125;BK-R89B-52;Road-250 Black;52;H;High
2012-05-30;DE;3926.8125;BK-R89B-48;Road-250 Black;48;H;High
2012-05-30;DE;5235.75;BK-R89B-52;Road-250 Black;52;H;High
2012-05-30;DE;4398.03;BK-R89R-52;Road-250 Red;52;H;High
2012-05-30;DE;8796.06;BK-R89R-48;Road-250 Red;48;H;High
2012-05-30;DE;6544.6875;BK-R89B-48;Road-250 Black;48;H;High
2012-05-30;DE;2932.02;BK-R89R-48;Road-250 Red;48;H;High
2012-05-30;DE;3123.2728;FR-R92B-48;HL Road Frame - Black;48;H;High
2012-05-30;DE;2617.875;BK-R89B-48;Road-250 Black;48;H;High
2012-05-30;DE;1466.01;BK-R89R-48;Road-250 Red;48;H;High
2012-06-02;DE;2181.5625;BK-R89B-48;Road-250 Black;48;H;High
2012-06-02;DE;2443.35;BK-R89R-48;Road-250 Red;48;H;High
2012-06-10;DE;2443.35;BK-R89R-52;Road-250 Red;52;H;High
2012-06-15;DE;2443.35;BK-R89R-52;Road-250 Red;52;H;High
2012-06-21;DE;2181.5625;BK-R89B-48;Road-250 Black;48;H;High
2012-06-23;DE;2181.5625;BK-R89B-48;Road-250 Black;48;H;High
2012-06-30;DE;2443.35;BK-R89R-48;Road-250 Red;48;H;High
2012-06-30;DE;3926.8125;BK-R89B-48;Road-250 Black;48;H;High
2012-06-30;DE;2617.875;BK-R89B-52;Road-250 Black;52;H;High
2012-06-30;DE;780.8182;FR-R92R-48;HL Road Frame - Red;48;H;High
2012-06-30;DE;2932.02;BK-R89R-52;Road-250 Red;52;H;High
2012-06-30;DE;1308.9375;BK-R89B-52;Road-250 Black;52;H;High
2012-06-30;DE;1308.9375;BK-R89B-52;Road-250 Black;52;H;High
2012-06-30;DE;6544.6875;BK-R89B-48;Road-250 Black;48;H;High
2012-06-30;DE;4398.03;BK-R89R-48;Road-250 Red;48;H;High
2012-06-30;DE;1308.9375;BK-R89B-52;Road-250 Black;52;H;High
2012-06-30;DE;7330.05;BK-R89R-52;Road-250 Red;52;H;High
2012-06-30;DE;1466.01;BK-R89R-48;Road-250 Red;48;H;High
2012-06-30;DE;5235.75;BK-R89B-52;Road-250 Black;52;H;High
2012-06-30;DE;7330.05;BK-R89R-48;Road-250 Red;48;H;High
2012-06-30;DE;1308.9375;BK-R89B-48;Road-250 Black;48;H;High
2012-06-30;DE;6544.6875;BK-R89B-48;Road-250 Black;48;H;High
2012-06-30;DE;1466.01;BK-R89R-48;Road-250 Red;48;H;High
2012-06-30;DE;3926.8125;BK-R89B-52;Road-250 Black;52;H;High
2012-07-03;DE;2181.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-07-10;DE;2443.35;BK-R89R-52;Road-250 Red;52;H;High
2012-07-12;DE;2443.35;BK-R89R-52;Road-250 Red;52;H;High
2012-07-18;DE;2443.35;BK-R89R-48;Road-250 Red;48;H;High
2012-07-31;DE;780.8182;FR-R92B-48;HL Road Frame - Black;48;H;High
2012-07-31;DE;13194.09;BK-R89R-48;Road-250 Red;48;H;High
2012-07-31;DE;1466.01;BK-R89R-48;Road-250 Red;48;H;High
2012-07-31;DE;5864.04;BK-R89R-48;Road-250 Red;48;H;High
2012-07-31;DE;2342.4546;FR-R92R-48;HL Road Frame - Red;48;H;High
2012-07-31;DE;4398.03;BK-R89R-48;Road-250 Red;48;H;High
2012-07-31;DE;5864.04;BK-R89R-52;Road-250 Red;52;H;High
2012-07-31;DE;2342.4546;FR-R92B-48;HL Road Frame - Black;48;H;High
2012-07-31;DE;4398.03;BK-R89R-48;Road-250 Red;48;H;High
2012-07-31;DE;3926.8125;BK-R89B-48;Road-250 Black;48;H;High
2012-07-31;DE;4398.03;BK-R89R-52;Road-250 Red;52;H;High
2012-08-01;DE;2181.5625;BK-R89B-48;Road-250 Black;48;H;High
2012-08-06;DE;2443.35;BK-R89R-48;Road-250 Red;48;H;High
2012-08-09;DE;2181.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-08-16;DE;2181.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-08-22;DE;2181.5625;BK-R89B-48;Road-250 Black;48;H;High
2012-08-25;DE;2443.35;BK-R89R-52;Road-250 Red;52;H;High
2012-08-28;DE;2181.5625;BK-R89B-48;Road-250 Black;48;H;High
2012-08-30;DE;6544.6875;BK-R89B-48;Road-250 Black;48;H;High
2012-08-30;DE;5235.75;BK-R89B-48;Road-250 Black;48;H;High
2012-08-30;DE;2932.02;BK-R89R-48;Road-250 Red;48;H;High
2012-08-30;DE;2617.875;BK-R89B-52;Road-250 Black;52;H;High
2012-08-30;DE;5235.75;BK-R89B-52;Road-250 Black;52;H;High
2012-08-30;DE;1308.9375;BK-R89B-48;Road-250 Black;48;H;High
2012-08-30;DE;2617.875;BK-R89B-52;Road-250 Black;52;H;High
2012-08-30;DE;5864.04;BK-R89R-52;Road-250 Red;52;H;High
2012-08-30;DE;4398.03;BK-R89R-52;Road-250 Red;52;H;High
2012-08-30;DE;1308.9375;BK-R89B-48;Road-250 Black;48;H;High
2012-08-30;DE;3926.8125;BK-R89B-48;Road-250 Black;48;H;High
2012-08-30;DE;1466.01;BK-R89R-48;Road-250 Red;48;H;High
2012-08-30;DE;1308.9375;BK-R89B-52;Road-250 Black;52;H;High
2012-09-06;DE;2181.5625;BK-R89B-48;Road-250 Black;48;H;High
2012-09-09;DE;2443.35;BK-R89R-48;Road-250 Red;48;H;High
2012-09-11;DE;2181.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-09-15;DE;2443.35;BK-R89R-48;Road-250 Red;48;H;High
2012-09-20;DE;2443.35;BK-R89R-52;Road-250 Red;52;H;High
2012-09-29;DE;2443.35;BK-R89R-48;Road-250 Red;48;H;High
2012-09-30;DE;11728.08;BK-R89R-52;Road-250 Red;52;H;High
2012-09-30;DE;5235.75;BK-R89B-52;Road-250 Black;52;H;High
2012-09-30;DE;2617.875;BK-R89B-48;Road-250 Black;48;H;High
2012-09-30;DE;2932.02;BK-R89R-48;Road-250 Red;48;H;High
2012-09-30;DE;2932.02;BK-R89R-48;Road-250 Red;48;H;High
2012-09-30;DE;2932.02;BK-R89R-52;Road-250 Red;52;H;High
2012-09-30;DE;4398.03;BK-R89R-52;Road-250 Red;52;H;High
2012-09-30;DE;2617.875;BK-R89B-52;Road-250 Black;52;H;High
2012-09-30;DE;2617.875;BK-R89B-48;Road-250 Black;48;H;High
2012-09-30;DE;5235.75;BK-R89B-52;Road-250 Black;52;H;High
2012-09-30;DE;1308.9375;BK-R89B-52;Road-250 Black;52;H;High
2012-09-30;DE;2932.02;BK-R89R-48;Road-250 Red;48;H;High
2012-09-30;DE;2932.02;BK-R89R-52;Road-250 Red;52;H;High
2012-10-02;DE;2181.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-10-05;DE;2181.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-10-13;DE;2443.35;BK-R89R-52;Road-250 Red;52;H;High
2012-10-30;DE;2181.5625;BK-R89B-48;Road-250 Black;48;H;High
2012-10-30;DE;1308.9375;BK-R89B-52;Road-250 Black;52;H;High
2012-10-30;DE;1466.01;BK-R89R-48;Road-250 Red;48;H;High
2012-10-30;DE;5864.04;BK-R89R-52;Road-250 Red;52;H;High
2012-10-30;DE;2617.875;BK-R89B-48;Road-250 Black;48;H;High
2012-10-30;DE;1308.9375;BK-R89B-52;Road-250 Black;52;H;High
2012-10-30;DE;2617.875;BK-R89B-52;Road-250 Black;52;H;High
2012-10-30;DE;4398.03;BK-R89R-52;Road-250 Red;52;H;High
2012-10-30;DE;2932.02;BK-R89R-48;Road-250 Red;48;H;High
2012-10-30;DE;2932.02;BK-R89R-48;Road-250 Red;48;H;High
2012-10-30;DE;1308.9375;BK-R89B-48;Road-250 Black;48;H;High
2012-11-10;DE;2181.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-11-12;DE;2443.35;BK-R89R-52;Road-250 Red;52;H;High
2012-11-27;DE;2443.35;BK-R89R-48;Road-250 Red;48;H;High
2012-11-27;DE;2181.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-11-30;DE;2181.5625;BK-R89B-48;Road-250 Black;48;H;High
2012-11-30;DE;9162.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-11-30;DE;10262.07;BK-R89R-48;Road-250 Red;48;H;High
2012-11-30;DE;1466.01;BK-R89R-48;Road-250 Red;48;H;High
2012-12-03;DE;2443.35;BK-R89R-48;Road-250 Red;48;H;High
2012-12-12;DE;2181.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-12-14;DE;2181.5625;BK-R89B-52;Road-250 Black;52;H;High
2012-12-23;DE;2443.35;BK-R89R-52;Road-250 Red;52;H;High
2012-12-29;DE;2443.35;BK-R89R-52;Road-250 Red;52;H;High
2012-12-31;DE;8796.06;BK-R89R-48;Road-250 Red;48;H;High
2012-12-31;DE;4398.03;BK-R89R-52;Road-250 Red;52;H;High
2012-12-31;DE;5864.04;BK-R89R-48;Road-250 Red;48;H;High
2012-12-31;DE;5864.04;BK-R89R-48;Road-250 Red;48;H;High
2012-12-31;DE;1308.9375;BK-R89B-48;Road-250 Black;48;H;High
2012-12-31;DE;1308.9375;BK-R89B-52;Road-250 Black;52;H;High
2012-12-31;DE;5235.75;BK-R89B-48;Road-250 Black;48;H;High
2012-12-31;DE;4398.03;BK-R89R-48;Road-250 Red;48;H;High
2012-12-31;DE;4398.03;BK-R89R-48;Road-250 Red;48;H;High
2012-12-31;DE;7853.625;BK-R89B-48;Road-250 Black;48;H;High
2012-12-31;DE;1466.01;BK-R89R-52;Road-250 Red;52;H;High
2012-12-31;DE;4398.03;BK-R89R-48;Road-250 Red;48;H;High
2012-01-01;DE;1258.3767;BK-R50B-48;Road-650 Black;48;L;Low
2012-01-01;DE;419.4589;BK-R50B-52;Road-650 Black;52;L;Low
2012-01-01;DE;419.4589;BK-R50B-48;Road-650 Black;48;L;Low
2012-01-01;DE;1258.3767;BK-R50R-52;Road-650 Red;52;L;Low
2012-01-01;DE;838.9178;BK-R50R-48;Road-650 Red;48;L;Low
2012-01-01;DE;838.9178;BK-R50B-52;Road-650 Black;52;L;Low
2012-01-01;DE;178.5808;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-01-01;DE;1258.3767;BK-R50R-48;Road-650 Red;48;L;Low
2012-01-01;DE;419.4589;BK-R50B-52;Road-650 Black;52;L;Low
2012-01-01;DE;183.9382;FR-R38R-48;LL Road Frame - Red;48;L;Low
2012-01-01;DE;357.1616;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-01-01;DE;838.9178;BK-R50R-48;Road-650 Red;48;L;Low
2012-01-01;DE;838.9178;BK-R50B-52;Road-650 Black;52;L;Low
2012-01-01;DE;419.4589;BK-R50R-52;Road-650 Red;52;L;Low
2012-01-01;DE;1258.3767;BK-R50R-52;Road-650 Red;52;L;Low
2012-01-01;DE;838.9178;BK-R50R-48;Road-650 Red;48;L;Low
2012-01-01;DE;2516.7534;BK-R50R-52;Road-650 Red;52;L;Low
2012-01-01;DE;419.4589;BK-R50B-52;Road-650 Black;52;L;Low
2012-01-01;DE;838.9178;BK-R50B-48;Road-650 Black;48;L;Low
2012-01-01;DE;419.4589;BK-R50R-52;Road-650 Red;52;L;Low
2012-01-02;DE;699.0982;BK-R50B-48;Road-650 Black;48;L;Low
2012-01-25;DE;699.0982;BK-R50R-52;Road-650 Red;52;L;Low
2012-01-29;DE;419.4589;BK-R50R-52;Road-650 Red;52;L;Low
2012-01-29;DE;838.9178;BK-R50B-52;Road-650 Black;52;L;Low
2012-01-29;DE;535.7424;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-01-29;DE;1258.3767;BK-R50B-52;Road-650 Black;52;L;Low
2012-01-29;DE;838.9178;BK-R50R-48;Road-650 Red;48;L;Low
2012-01-29;DE;419.4589;BK-R50R-48;Road-650 Red;48;L;Low
2012-01-29;DE;838.9178;BK-R50B-52;Road-650 Black;52;L;Low
2012-01-29;DE;419.4589;BK-R50R-48;Road-650 Red;48;L;Low
2012-01-29;DE;838.9178;BK-R50B-48;Road-650 Black;48;L;Low
2012-01-29;DE;1677.8356;BK-R50R-48;Road-650 Red;48;L;Low
2012-01-29;DE;714.3232;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-01-29;DE;838.9178;BK-R50B-52;Road-650 Black;52;L;Low
2012-01-29;DE;419.4589;BK-R50B-52;Road-650 Black;52;L;Low
2012-01-29;DE;838.9178;BK-R50R-52;Road-650 Red;52;L;Low
2012-01-29;DE;838.9178;BK-R50R-52;Road-650 Red;52;L;Low
2012-01-29;DE;535.7424;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-01-29;DE;838.9178;BK-R50B-52;Road-650 Black;52;L;Low
2012-02-12;DE;699.0982;BK-R50B-48;Road-650 Black;48;L;Low
2012-02-29;DE;357.1616;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-02-29;DE;2097.2945;BK-R50R-52;Road-650 Red;52;L;Low
2012-02-29;DE;419.4589;BK-R50R-48;Road-650 Red;48;L;Low
2012-02-29;DE;419.4589;BK-R50B-48;Road-650 Black;48;L;Low
2012-02-29;DE;838.9178;BK-R50B-52;Road-650 Black;52;L;Low
2012-02-29;DE;178.5808;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-02-29;DE;838.9178;BK-R50B-52;Road-650 Black;52;L;Low
2012-02-29;DE;419.4589;BK-R50R-48;Road-650 Red;48;L;Low
2012-02-29;DE;419.4589;BK-R50B-52;Road-650 Black;52;L;Low
2012-02-29;DE;367.8764;FR-R38R-48;LL Road Frame - Red;48;L;Low
2012-03-29;DE;699.0982;BK-R50R-52;Road-650 Red;52;L;Low
2012-03-30;DE;419.4589;BK-R50R-52;Road-650 Red;52;L;Low
2012-03-30;DE;419.4589;BK-R50R-48;Road-650 Red;48;L;Low
2012-03-30;DE;419.4589;BK-R50R-52;Road-650 Red;52;L;Low
2012-03-30;DE;419.4589;BK-R50B-52;Road-650 Black;52;L;Low
2012-03-30;DE;838.9178;BK-R50B-52;Road-650 Black;52;L;Low
2012-03-30;DE;357.1616;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-03-30;DE;178.5808;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-03-30;DE;535.7424;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-03-30;DE;1677.8356;BK-R50R-52;Road-650 Red;52;L;Low
2012-03-30;DE;419.4589;BK-R50R-48;Road-650 Red;48;L;Low
2012-03-30;DE;1258.3767;BK-R50B-52;Road-650 Black;52;L;Low
2012-03-30;DE;419.4589;BK-R50R-48;Road-650 Red;48;L;Low
2012-03-30;DE;1677.8356;BK-R50R-48;Road-650 Red;48;L;Low
2012-03-30;DE;2097.2945;BK-R50B-48;Road-650 Black;48;L;Low
2012-03-30;DE;357.1616;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-03-30;DE;419.4589;BK-R50R-52;Road-650 Red;52;L;Low
2012-03-30;DE;419.4589;BK-R50R-48;Road-650 Red;48;L;Low
2012-03-30;DE;1258.3767;BK-R50B-48;Road-650 Black;48;L;Low
2012-03-30;DE;178.5808;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-03-30;DE;367.8764;FR-R38R-48;LL Road Frame - Red;48;L;Low
2012-03-30;DE;838.9178;BK-R50R-52;Road-650 Red;52;L;Low
2012-03-30;DE;178.5808;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-03-30;DE;367.8764;FR-R38R-48;LL Road Frame - Red;48;L;Low
2012-03-30;DE;838.9178;BK-R50R-52;Road-650 Red;52;L;Low
2012-03-30;DE;419.4589;BK-R50B-48;Road-650 Black;48;L;Low
2012-03-30;DE;838.9178;BK-R50B-48;Road-650 Black;48;L;Low
2012-04-30;DE;838.9178;BK-R50B-52;Road-650 Black;52;L;Low
2012-04-30;DE;2097.2945;BK-R50B-52;Road-650 Black;52;L;Low
2012-04-30;DE;178.5808;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-04-30;DE;367.8764;FR-R38R-48;LL Road Frame - Red;48;L;Low
2012-04-30;DE;838.9178;BK-R50B-48;Road-650 Black;48;L;Low
2012-04-30;DE;357.1616;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-04-30;DE;1677.8356;BK-R50B-52;Road-650 Black;52;L;Low
2012-04-30;DE;1677.8356;BK-R50R-48;Road-650 Red;48;L;Low
2012-04-30;DE;838.9178;BK-R50R-48;Road-650 Red;48;L;Low
2012-04-30;DE;838.9178;BK-R50R-48;Road-650 Red;48;L;Low
2012-04-30;DE;419.4589;BK-R50R-52;Road-650 Red;52;L;Low
2012-04-30;DE;419.4589;BK-R50R-48;Road-650 Red;48;L;Low
2012-04-30;DE;1677.8356;BK-R50R-48;Road-650 Red;48;L;Low
2012-04-30;DE;1258.3767;BK-R50B-52;Road-650 Black;52;L;Low
2012-05-17;DE;699.0982;BK-R50R-48;Road-650 Red;48;L;Low
2012-05-18;DE;699.0982;BK-R50B-48;Road-650 Black;48;L;Low
2012-05-30;DE;782.99;BK-R50R-52;Road-650 Red;52;L;Low
2012-05-30;DE;2818.764;BK-R50B-48;Road-650 Black;48;L;Low
2012-05-30;DE;469.794;BK-R50B-48;Road-650 Black;48;L;Low
2012-05-30;DE;469.794;BK-R50R-52;Road-650 Red;52;L;Low
2012-05-30;DE;2348.97;BK-R50R-48;Road-650 Red;48;L;Low
2012-05-30;DE;4995.4762;BK-R50R-48;Road-650 Red;48;L;Low
2012-05-30;DE;939.588;BK-R50R-48;Road-650 Red;48;L;Low
2012-05-30;DE;1409.382;BK-R50B-48;Road-650 Black;48;L;Low
2012-05-30;DE;1409.382;BK-R50B-52;Road-650 Black;52;L;Low
2012-05-30;DE;367.8764;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-05-30;DE;3288.558;BK-R50R-52;Road-650 Red;52;L;Low
2012-05-30;DE;1011.66;FR-R38R-48;LL Road Frame - Red;48;L;Low
2012-05-30;DE;1839.382;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-06-08;DE;782.99;BK-R50B-52;Road-650 Black;52;L;Low
2012-06-30;DE;782.99;BK-R50B-48;Road-650 Black;48;L;Low
2012-06-30;DE;469.794;BK-R50R-52;Road-650 Red;52;L;Low
2012-06-30;DE;551.8146;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-06-30;DE;1409.382;BK-R50R-48;Road-650 Red;48;L;Low
2012-06-30;DE;469.794;BK-R50R-52;Road-650 Red;52;L;Low
2012-06-30;DE;919.691;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-06-30;DE;4697.94;BK-R50R-52;Road-650 Red;52;L;Low
2012-06-30;DE;404.664;FR-R38R-48;LL Road Frame - Red;48;L;Low
2012-06-30;DE;551.8146;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-06-30;DE;1011.66;FR-R38R-52;LL Road Frame - Red;52;L;Low
2012-06-30;DE;1879.176;BK-R50B-52;Road-650 Black;52;L;Low
2012-06-30;DE;404.664;FR-R38R-48;LL Road Frame - Red;48;L;Low
2012-06-30;DE;1409.382;BK-R50R-48;Road-650 Red;48;L;Low
2012-06-30;DE;183.9382;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-06-30;DE;1409.382;BK-R50R-48;Road-650 Red;48;L;Low
2012-06-30;DE;367.8764;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-06-30;DE;183.9382;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-06-30;DE;3288.558;BK-R50R-52;Road-650 Red;52;L;Low
2012-06-30;DE;1409.382;BK-R50R-52;Road-650 Red;52;L;Low
2012-06-30;DE;202.332;FR-R38R-48;LL Road Frame - Red;48;L;Low
2012-06-30;DE;202.332;FR-R38R-52;LL Road Frame - Red;52;L;Low
2012-06-30;DE;809.328;FR-R38R-48;LL Road Frame - Red;48;L;Low
2012-06-30;DE;1409.382;BK-R50R-48;Road-650 Red;48;L;Low
2012-06-30;DE;1103.6292;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-06-30;DE;1879.176;BK-R50B-52;Road-650 Black;52;L;Low
2012-06-30;DE;919.691;FR-R38B-52;LL Road Frame - Black;52;L;Low
2012-06-30;DE;469.794;BK-R50B-52;Road-650 Black;52;L;Low
2012-06-30;DE;809.328;FR-R38R-48;LL Road Frame - Red;48;L;Low
